pokopia_dex,category,pokopia_no,national_dex,name,species,form,serebii_name,type1,type2,area,habitats,habitat_areas,habitat_rarity,habitat_time,habitat_weather,nl_habitat_requirements,nl_time,nl_weather,specialties,ideal_habitat,favorites,underwater,classification,how_obtained,source_url
Main #277,Main,277,697,Tyrantrum,Tyrantrum,,Tyrantrum,Rock,Dragon,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Despot fossil display,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Despot Fossil Display - Pedestal / Exhibition Stand x1, Despot Fossil (Head, Body, Legs, Tail)",All day,All weather,"Crush, Litter",Dry,"Stone stuff, Hard stuff, Lots of fire, Luxury, Exercise, Sour flavors",No,Despot Pokémon,Befriend by building habitat: Despot fossil display (Common),https://www.serebii.net/pokemonpokopia/pokedex/tyrantrum.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #278,Main,278,698,Amaura,Amaura,,Amaura,Rock,Ice,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Sail Fossil display,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Sail Fossil Display - Pedestal / Exhibition Stand x1, Sail Fossil x1",All day,All weather,Crush,Cool,"Stone stuff, Hard stuff, Shiny stuff, Group Activities, Containers, Dry flavors",No,Tundra Pokémon,Befriend by building habitat: Sail Fossil display (Common),https://www.serebii.net/pokemonpokopia/pokedex/amaura.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #279,Main,279,699,Aurorus,Aurorus,,Aurorus,Rock,Ice,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Tundra fossil display,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Tundra Fossil Display - Pedestal / Exhibition Stand x2, Tundra Fossil (Head, Body, Tail)",All day,All weather,"Crush, Litter",Cool,"Stone stuff, Hard stuff, Shiny stuff, Noisy stuff, Symbols, Sour flavors",No,Tundra Pokémon,Befriend by building habitat: Tundra fossil display (Common),https://www.serebii.net/pokemonpokopia/pokedex/aurorus.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #280,Main,280,133,Eevee,Eevee,,Eevee,Normal,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Pretty flower bed,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,Pretty Flower Bed - Wildflowers x4 (Palette Town Only),All day,All weather,Trade,Warm,"Soft stuff, Stone stuff, Cute stuff, Letters and words, Group Activities, Sweet flavors",No,Evolution Pokémon,Befriend by building habitat: Pretty flower bed (Common),https://www.serebii.net/pokemonpokopia/pokedex/eevee.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #281,Main,281,134,Vaporeon,Vaporeon,,Vaporeon,Water,,Palette Town; Cloud Island,Boundless blue beverage,"Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Boundless Blue Beverage - Seat (any) x1, Table (any) x1, Soda Float x1 (Palette Town Only)",All day,All weather,Water,Humid,"Lots of water, Cleanliness, Cute stuff, Pretty flowers, Watching stuff, Sweet flavors",Underwater capable,Bubble Jet Pokémon,Befriend by building habitat: Boundless blue beverage (Common),https://www.serebii.net/pokemonpokopia/pokedex/vaporeon.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #282,Main,282,135,Jolteon,Jolteon,,Jolteon,Electric,,Palette Town; Cloud Island,Electrifying potatoes,"Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Electrifying Potatoes - Seat (any) x1, Table (any) x1, Fried Potatoes x1  (Palette Town Only)",All day,All weather,Generate,Bright,"Electronics, Shiny stuff, Cute stuff, Glass stuff, Sharp stuff, Spicy flavors",No,Lightning Pokémon,Befriend by building habitat: Electrifying potatoes (Common),https://www.serebii.net/pokemonpokopia/pokedex/jolteon.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #283,Main,283,136,Flareon,Flareon,,Flareon,Fire,,Palette Town; Cloud Island,Burning-hot spice,"Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Burning-hot Spice - Seat (any) x1, Table (any) x1, Pizza x1  (Palette Town Only)",All day,All weather,Burn,Warm,"Lots of fire, Wooden stuff, Cute stuff, Metal stuff, Rides, Spicy flavors",No,Flame Pokémon,Befriend by building habitat: Burning-hot spice (Common),https://www.serebii.net/pokemonpokopia/pokedex/flareon.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #284,Main,284,196,Espeon,Espeon,,Espeon,Psychic,,Palette Town; Cloud Island,Elegant daytime treats,"Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Elegant Daytime Treats - Seat (any) x1, Table (any) x1, Afternoon Tea Set x1  (Palette Town Only)","Morning, Daytime, Evening",All weather,Gather,Bright,"Strange stuff, Nice breezes, Cute stuff, Complicated stuff, Watching stuff, Sweet flavors",No,Sun Pokémon,Befriend by building habitat: Elegant daytime treats (Common),https://www.serebii.net/pokemonpokopia/pokedex/espeon.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #285,Main,285,197,Umbreon,Umbreon,,Umbreon,Dark,,Palette Town; Cloud Island,Dark-chocolate cookies,"Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Dark-chocolate Cookies - Seat (any) x1, Table (any) x1, Chocolate Cookies x1  (Palette Town Only)",Nighttime,All weather,Search,Dark,"Shiny stuff, Luxury, Cute stuff, Letters and words, Watching stuff, Bitter flavors",No,Moonlight Pokémon,Befriend by building habitat: Dark-chocolate cookies (Common),https://www.serebii.net/pokemonpokopia/pokedex/umbreon.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #286,Main,286,470,Leafeon,Leafeon,,Leafeon,Grass,,Palette Town; Cloud Island,Leafy greens sandwich,"Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Leafy Greens Sandwich - Seat (any) x1, Table (any) x1, Sandwiches x1  (Palette Town Only)",All day,All weather,Grow,Bright,"Lots of nature, Pretty flowers, Cute stuff, Fabric, Healing, Sour flavors",No,Verdant Pokémon,Befriend by building habitat: Leafy greens sandwich (Common),https://www.serebii.net/pokemonpokopia/pokedex/leafeon.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #287,Main,287,471,Glaceon,Glaceon,,Glaceon,Ice,,Palette Town; Cloud Island,Chilly shaved ice,"Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Chilly Shaved Ice - Seat (any) x1, Table (any) x1, Shaved Ice x1  (Palette Town Only)",All day,All weather,Trade,Cool,"Lots of water, Shiny stuff, Cute stuff, Glass stuff, Group Activities, Sweet flavors",No,Fresh Snow Pokémon,Befriend by building habitat: Chilly shaved ice (Common),https://www.serebii.net/pokemonpokopia/pokedex/glaceon.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #288,Main,288,700,Sylveon,Sylveon,,Sylveon,Fairy,,Palette Town; Cloud Island,Lovely ribbon cake,"Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Lovely Ribbon Cake - Seat (any) x1, Table (any) x1, Ribbon Cake x1 (Palette Town Only)",All day,All weather,Hype,Warm,"Cute stuff, Lots of nature, Fabric, Noisy stuff, Round stuff, Sweet flavors",No,Intertwining Pokémon,Befriend by building habitat: Lovely ribbon cake (Common),https://www.serebii.net/pokemonpokopia/pokedex/sylveon.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #289,Main,289,382,Kyogre,Kyogre,,Kyogre,Water,,Withered Wastelands; Palette Town,,,,,,N/A,N/A,N/A,???,Humid,"Lots of water, Ocean vibes, Luxury, Shiny stuff, Glass stuff, Dry flavors",No,Sea Basin Pokémon,Legendary: story encounter while progressing the Withered Wastelands storyline; can be met again in Withered Wastelands or Palette Town (Game8).,https://www.serebii.net/pokemonpokopia/pokedex/kyogre.shtml | https://game8.co/games/Pokemon-Pokopia/archives/585161 | https://www.nintendolife.com/guides/pokemon-pokopia-complete-pokedex-all-pokemon-habitats
Main #290,Main,290,243,Raikou,Raikou,,Raikou,Electric,,Bleak Beach; Dream Islands,,,,,,N/A (found via Pikachu Doll),N/A,N/A,Generate,Bright,"Electronics, Nice breezes, Shiny stuff, Glass stuff, Luxury, Dry flavors",No,Thunder Pokémon,Legendary: story encounter while progressing the Bleak Beach storyline; afterwards met again on a Dream Island unlocked with a Pikachu Doll (Game8; Nintendo Life: found via Pikachu Doll).,https://www.serebii.net/pokemonpokopia/pokedex/raikou.shtml | https://game8.co/games/Pokemon-Pokopia/archives/585161 | https://www.nintendolife.com/guides/pokemon-pokopia-complete-pokedex-all-pokemon-habitats
Main #291,Main,291,244,Entei,Entei,,Entei,Fire,,Dream Islands,,,,,,N/A (Found via Arcanine Doll),N/A,N/A,Burn,Warm,"Lots of fire, Stone stuff, Symbols, Exercise, Luxury, Bitter flavors",No,Volcano Pokémon,Legendary: encountered randomly on a Dream Island unlocked with an Arcanine Doll (Game8; Nintendo Life).,https://www.serebii.net/pokemonpokopia/pokedex/entei.shtml | https://game8.co/games/Pokemon-Pokopia/archives/585161 | https://www.nintendolife.com/guides/pokemon-pokopia-complete-pokedex-all-pokemon-habitats
Main #292,Main,292,245,Suicune,Suicune,,Suicune,Water,,Dream Islands,,,,,,N/A (found via Eevee Doll),N/A,N/A,Water,Humid,"Lots of water, Ocean vibes, Cleanliness, Watching stuff, Healing, Sour flavors",No,Aurora Pokémon,Legendary: encountered randomly on a Dream Island unlocked with an Eevee Doll (Game8; Nintendo Life).,https://www.serebii.net/pokemonpokopia/pokedex/suicune.shtml | https://game8.co/games/Pokemon-Pokopia/archives/585161 | https://www.nintendolife.com/guides/pokemon-pokopia-complete-pokedex-all-pokemon-habitats
Main #293,Main,293,721,Volcanion,Volcanion,,Volcanion,Fire,Water,Rocky Ridges,,,,,,N/A (Throw Party at Rocky Ridges),N/A,N/A,Burn,Warm,"Lots of fire, Lots of water, Stone stuff, Containers, Symbols, Spicy flavors",No,Steam Pokémon,Legendary: story encounter while progressing the Rocky Ridges storyline; afterwards invite it into a home by throwing a party using Fireworks (Game8; Nintendo Life: throw a party at Rocky Ridges).,https://www.serebii.net/pokemonpokopia/pokedex/volcanion.shtml | https://game8.co/games/Pokemon-Pokopia/archives/585161 | https://www.nintendolife.com/guides/pokemon-pokopia-complete-pokedex-all-pokemon-habitats
Main #294,Main,294,144,Articuno,Articuno,,Articuno,Ice,Flying,Palette Town,,,,,,N/A (must build Frozen Chambers),N/A,N/A,Fly,Cool,"Lots of water, Nice breezes, Shiny stuff, Symbols, Luxury, Sour flavors",No,Freeze Pokémon,Legendary: acquire the Freezing Chambers kit and build the structure in Palette Town (Game8; Nintendo Life: must build Frozen Chambers).,https://www.serebii.net/pokemonpokopia/pokedex/articuno.shtml | https://game8.co/games/Pokemon-Pokopia/archives/585161 | https://www.nintendolife.com/guides/pokemon-pokopia-complete-pokedex-all-pokemon-habitats
Main #295,Main,295,145,Zapdos,Zapdos,,Zapdos,Electric,Flying,Palette Town,,,,,,N/A (must build Abandoned Power Plant),N/A,N/A,Fly,Bright,"Electronics, Nice breezes, Glass stuff, Symbols, Luxury, Spicy flavors",No,Electric Pokémon,Legendary: acquire the Abandoned Power Plant kit and build the structure in Palette Town (Game8; Nintendo Life).,https://www.serebii.net/pokemonpokopia/pokedex/zapdos.shtml | https://game8.co/games/Pokemon-Pokopia/archives/585161 | https://www.nintendolife.com/guides/pokemon-pokopia-complete-pokedex-all-pokemon-habitats
Main #296,Main,296,146,Moltres,Moltres,,Moltres,Fire,Flying,Palette Town,,,,,,N/A (must build Altar of Flame),N/A,N/A,Fly,Warm,"Lots of fire, Nice breezes, Stone stuff, Symbols, Luxury, Spicy flavors",No,Flame Pokémon,Legendary: acquire the Altar of Flame kit and build the structure in Palette Town (Game8; Nintendo Life).,https://www.serebii.net/pokemonpokopia/pokedex/moltres.shtml | https://game8.co/games/Pokemon-Pokopia/archives/585161 | https://www.nintendolife.com/guides/pokemon-pokopia-complete-pokedex-all-pokemon-habitats
Main #297,Main,297,249,Lugia,Lugia,,Lugia,Psychic,Flying,,,,,,,N/A (use Tidal Bell),N/A,N/A,???,Humid,"Strange stuff, Nice breezes, Lots of water, Ocean vibes, Symbols, Dry flavors",No,Diving Pokémon,"Legendary: befriend all three Legendary Birds (Articuno, Zapdos, Moltres), then summon Lugia with the Sea Bell (Game8) / Tidal Bell (Nintendo Life).",https://www.serebii.net/pokemonpokopia/pokedex/lugia.shtml | https://game8.co/games/Pokemon-Pokopia/archives/585161 | https://www.nintendolife.com/guides/pokemon-pokopia-complete-pokedex-all-pokemon-habitats
Main #298,Main,298,250,Ho-Oh,Ho-Oh,,Ho-Oh,Fire,Flying,,,,,,,N/A (use Clear Bell),N/A,N/A,???,Warm,"Lots of fire, Wooden stuff, Nice breezes, Lots of nature, Symbols, Spicy flavors",No,Rainbow Pokémon,"Legendary: befriend all three Legendary Beasts (Raikou, Entei, Suicune), then summon Ho-Oh with the Transparent Bell (Game8) / Clear Bell (Nintendo Life).",https://www.serebii.net/pokemonpokopia/pokedex/ho-oh.shtml | https://game8.co/games/Pokemon-Pokopia/archives/585161 | https://www.nintendolife.com/guides/pokemon-pokopia-complete-pokedex-all-pokemon-habitats
Main #299,Main,299,150,Mewtwo,Mewtwo,,Mewtwo,Psychic,,Sparkling Skylands; Dream Islands,,,,,,N/A (Found via Dragonite Doll),N/A,N/A,Teleport,Dark,"Strange stuff, Watching stuff, Letters and words, Complicated stuff, Stone stuff, Dry flavors",No,Genetic Pokémon,Legendary: story encounter while progressing the Sparkling Skylands storyline; afterwards met on a Dream Island unlocked with a Dragonite Doll (Game8; Nintendo Life).,https://www.serebii.net/pokemonpokopia/pokedex/mewtwo.shtml | https://game8.co/games/Pokemon-Pokopia/archives/585161 | https://www.nintendolife.com/guides/pokemon-pokopia-complete-pokedex-all-pokemon-habitats
Main #300,Main,300,151,Mew,Mew,,Mew,Psychic,,Withered Wastelands,,,,,,N/A (Mysterious Slate Puzzle),N/A,N/A,Teleport,Warm,"Strange stuff, Watching stuff, Luxury, Complicated stuff, Play spaces, Sweet flavors",No,New Species Pokémon,Mythical: collect all 27 Mysterious Slates and place them on the wall in Withered Wastelands (Game8; Nintendo Life: Mysterious Slate puzzle).,https://www.serebii.net/pokemonpokopia/pokedex/mew.shtml | https://game8.co/games/Pokemon-Pokopia/archives/585161 | https://www.nintendolife.com/guides/pokemon-pokopia-complete-pokedex-all-pokemon-habitats
Basin #001,Basin,1,90,Shellder,Shellder,,Shellder,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Basin tall grass and coral | Sandy digging spot,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin",Common | Common,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Basin Tall Grass & Coral (Seabed Tall Grass x4, Small Coral x1, Tall Coral x1) | Sandy Digging Spot (Sandpile x1, Sand Toys x1)",All day,All weather,"Scrub, Litter",Dark,"Lots of water, Shiny stuff, Round stuff, Hard stuff, Containers, Bitter flavors",Underwater capable,Bivalve Pokémon,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Basin tall grass and coral (Common); Sandy digging spot (Common),https://www.serebii.net/pokemonpokopia/pokedex/shellder.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
Basin #002,Basin,2,91,Cloyster,Cloyster,,Cloyster,Water,Ice,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Swaying flower bed and seaweed,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Swaying Flower Bed & Seaweed (Chinmey Rocks x1, Seabed Flowers x4, Lush Seaweed x2)",All day,All weather,"Scrub, Litter",Cool,"Lots of water, Shiny stuff, Round stuff, Sharp stuff, Containers, Sour Flavors",Underwater capable,Bivalve Pokémon,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Swaying flower bed and seaweed (Common),https://www.serebii.net/pokemonpokopia/pokedex/cloyster.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
Basin #003,Basin,3,116,Horsea,Horsea,,Horsea,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Coral congregation,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Coral Congregation (Colorful Corals x1, Tall Coral x1, Small Coral x1)",All day,All weather,Water,Humid,"Lots of Water, Slender objects, Spinning stuff, Play spaces, Group activities, Sweet flavors",Underwater capable,Dragon Pokémon,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Coral congregation (Common),https://www.serebii.net/pokemonpokopia/pokedex/horsea.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
Basin #004,Basin,4,117,Seadra,Seadra,,Seadra,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Coral congregation,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Coral Congregation (Colorful Corals x1, Tall Coral x1, Small Coral x1)",All day,All weather,"Water, Litter",Humid,"Lots of water, Slender objects, Spinning stuff, Ocean vibes, Sharp stuff, Spicy flavors",Underwater capable,Dragon Pokémon,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Coral congregation (Common),https://www.serebii.net/pokemonpokopia/pokedex/seadra.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
Basin #005,Basin,5,230,Kingdra,Kingdra,,Kingdra,Water,Dragon,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Coral congregation | Marine makeup stand,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin",Very Rare | Rare,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Marine Makeup Stand (Marine Closet x1, Marine Dresser x1, Marine Chair x1) | Coral Congregation (Colorful Corals x1, Tall Coral x1, Small Coral x1)",All day,All weather,"Water, Litter",Dark,"Lots of water, Slender objects, Luxury, Exercise, Nice breezes, Dry flavors",Underwater capable,Dragon Pokémon,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Coral congregation (Very Rare); Marine makeup stand (Rare),https://www.serebii.net/pokemonpokopia/pokedex/kingdra.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
Basin #006,Basin,6,120,Staryu,Staryu,,Staryu,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Swaying flower bed,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin",Common,Night,Sun/Cloud/Rain,Swaying Flower Bed (Seabed Flowers x4),Nighttime,All weather,Teleport,Bright,"Lots of water, Strange stuff, Spinning stuff, Colorful stuff, Sharp stuff, Bitter flavors",Underwater capable,Starshape Pokémon,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Swaying flower bed (Common). Restrictions: Swaying flower bed [time: Night],https://www.serebii.net/pokemonpokopia/pokedex/staryu.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
Basin #007,Basin,7,121,Starmie,Starmie,,Starmie,Water,Psychic,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Mermaid's Gym,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin",Rare,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Mermaid's Gym (Marine Sofa x1, Pedestal / Exhibition Stand x6, Decorative Great Ball x1, Decorative Heal Ball x1, Decorative Dive Ball x1, Decorative Net Ball x1, Decorative Lure Ball x1, Decorative Quick Ball x1)",All day,All weather,"Teleport, Gather",Bright,"Lots of water, Strange stuff, Spinning stuff, Colorful stuff, Complicated stuff, Bitter flavors",Underwater capable,Mysterious Pokémon,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Mermaid's Gym (Rare),https://www.serebii.net/pokemonpokopia/pokedex/starmie.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
Basin #008,Basin,8,158,Totodile,Totodile,,Totodile,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Basin tall grass | Canoe dock | Bubbly bathtub,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin",Common | Common | Common,Morning/Day/Evening/Night | Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain | Sun/Cloud/Rain,"Basin Tall Grass (Seabed Tall Grass x4) | Canoe Dock (Canoe x1, Floating Logs x2, Water x2) | Bubbly Bathtub (Bathtub x1, Bubble Machine (lit) x1)",All day,All weather,Chop,Bright,"Lots of water, Sharp stuff, Play spaces, Group activities, Wobbly stuff, Spicy flavors",Underwater capable,Big Jaw Pokémon,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Basin tall grass (Common); Canoe dock (Common); Bubbly bathtub (Common),https://www.serebii.net/pokemonpokopia/pokedex/totodile.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
Basin #009,Basin,9,159,Croconaw,Croconaw,,Croconaw,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Chimney rocks dig site | Canoe dock,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin",Common | Common,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Chimney Rocks Dig Site (Chimney Rocks x1, Wheelbarrow x1, Excavation Tools x1, Traffic Cone x1)",All day,All weather,"Chop, Crush",Bright,"Lots of water, Sharp stuff, Exercise, Slender objects, Fabric, Spicy flavors",Underwater capable,Big Jaw Pokémon,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Chimney rocks dig site (Common); Canoe dock (Common),https://www.serebii.net/pokemonpokopia/pokedex/croconaw.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
Basin #010,Basin,10,160,Feraligatr,Feraligatr,,Feraligatr,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Basin tall grass | Biteable punching bag,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island, Bubbly Basin",Very Rare | Rare,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Biteable Punching Bag (Sandpile x1, Punching Bag x1, Table (any) x1, Gold Teeth x1) | Basin Tall Grass (Seabed Tall Grass x4)",All day,All weather,"Chop, Crush",Bright,"Lots of water, Sharp stuff, Exercise, Luxury, Nice breezes, Sour Flavors",Underwater capable,Big Jaw Pokémon,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Basin tall grass (Very Rare); Biteable punching bag (Rare),https://www.serebii.net/pokemonpokopia/pokedex/feraligatr.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
